city,city_tier,platform_type,month_of_year,shield_score,daily_earnings,weekly_earnings,renewal_count,historical_payout_count,claim_frequency,flood_risk_score,aqi_risk_score,heat_risk_score,rainfall_risk_score,traffic_disruption_risk,social_disruption_risk,historical_disruption_freq,is_monsoon,is_heat_season,is_holiday_period,weekly_premium
Lucknow,Tier 2,Gig Driver,1,90,698.0,4188.0,20,1,0.05,0.42,0.528,0.534,0.384,0.196,0.027,0.31,0,0,1,63
Nagpur,Tier 2,Domestic Worker,6,76,467.0,2802.0,2,7,3.5,0.318,0.424,0.44,0.312,0.136,0.292,0.14,1,1,0,68
Lucknow,Tier 2,Construction Worker,4,59,1042.0,6252.0,5,8,1.6,0.391,0.575,0.424,0.446,0.546,0.231,0.33,0,1,0,97
Delhi,Tier 1,Gig Driver,11,58,436.0,2616.0,6,4,0.667,0.347,0.58,0.443,0.327,0.322,0.071,0.249,0,0,1,74
Patna,Tier 3,Delivery Partner,11,62,1081.0,6486.0,22,5,0.227,0.515,0.456,0.524,0.472,0.593,0.235,0.127,0,0,1,64
Bhopal,Tier 3,Delivery Partner,11,62,1040.0,6240.0,14,3,0.214,0.631,0.669,0.485,0.6,0.118,0.261,0.21,0,0,1,69
Hyderabad,Tier 1,Delivery Partner,4,82,534.0,3204.0,0,3,3.0,0.202,0.418,0.306,0.185,0.351,0.126,0.104,0,1,0,64
Bhopal,Tier 3,Gig Driver,2,62,950.0,5700.0,17,4,0.235,0.487,0.578,0.633,0.442,0.35,0.342,0.226,0,0,0,69
Bhopal,Tier 3,Domestic Worker,8,63,944.0,5664.0,0,0,0.0,0.623,0.46,0.418,0.593,0.216,0.106,0.116,1,0,0,67
Surat,Tier 2,Delivery Partner,6,68,1147.0,6882.0,23,0,0.0,0.286,0.401,0.362,0.351,0.478,0.316,0.081,1,1,0,85
Patna,Tier 3,Delivery Partner,4,68,610.0,3660.0,20,8,0.4,0.544,0.656,0.595,0.579,0.564,0.095,0.177,0,1,0,79
Coimbatore,Tier 3,Construction Worker,9,72,664.0,3984.0,4,3,0.75,0.492,0.46,0.482,0.532,0.113,0.163,0.059,1,0,0,61
Bangalore,Tier 1,Delivery Partner,12,58,602.0,3612.0,4,7,1.75,0.419,0.509,0.318,0.436,0.171,0.104,0.214,0,0,1,72
Mumbai,Tier 1,Gig Driver,10,81,793.0,4758.0,1,3,3.0,0.393,0.637,0.279,0.387,0.26,0.06,0.293,0,0,1,75
Hyderabad,Tier 1,Delivery Partner,3,70,830.0,4980.0,20,0,0.0,0.215,0.539,0.448,0.251,0.233,0.267,0.158,0,0,0,81
Lucknow,Tier 2,Delivery Partner,8,62,705.0,4230.0,19,2,0.105,0.43,0.571,0.301,0.48,0.356,0.28,0.307,1,0,0,96
Gorakhpur,Tier 4,Delivery Partner,2,87,542.0,3252.0,3,7,2.333,0.49,0.364,0.668,0.53,0.422,0.21,0.149,0,0,0,49
Bareilly,Tier 4,Domestic Worker,4,74,887.0,5322.0,2,3,1.5,0.548,0.441,0.593,0.587,0.104,0.229,0.265,0,1,0,59
Indore,Tier 3,Last-Mile Logistics,12,76,404.0,2424.0,21,6,0.286,0.4,0.568,0.407,0.457,0.211,0.189,0.068,0,0,1,49
Surat,Tier 2,Delivery Partner,11,43,436.0,2616.0,18,8,0.444,0.334,0.448,0.547,0.321,0.372,0.395,0.288,0,0,1,67
Hyderabad,Tier 1,Last-Mile Logistics,4,95,488.0,2928.0,24,0,0.0,0.31,0.602,0.376,0.349,0.473,0.101,0.313,0,1,0,83
Gorakhpur,Tier 4,Grocery Rider,6,54,1092.0,6552.0,2,1,0.5,0.554,0.388,0.587,0.537,0.505,0.234,0.167,1,1,0,70
Jaipur,Tier 2,Grocery Rider,7,88,1138.0,6828.0,5,5,1.0,0.288,0.492,0.491,0.335,0.363,0.25,0.277,1,0,0,80
Muzaffarpur,Tier 4,Grocery Rider,8,77,683.0,4098.0,7,0,0.0,0.699,0.309,0.456,0.665,0.164,0.049,0.134,1,0,0,52
Hyderabad,Tier 1,Delivery Partner,11,73,459.0,2754.0,19,6,0.316,0.251,0.423,0.266,0.253,0.386,0.386,0.313,0,0,1,64
Kolkata,Tier 1,Delivery Partner,8,70,612.0,3672.0,2,0,0.0,0.219,0.595,0.267,0.253,0.224,0.097,0.347,1,0,0,80
Mumbai,Tier 1,Grocery Rider,2,79,858.0,5148.0,22,4,0.182,0.418,0.561,0.487,0.404,0.398,0.276,0.168,0,0,0,96
Indore,Tier 3,Construction Worker,8,42,778.0,4668.0,22,2,0.091,0.613,0.611,0.411,0.606,0.109,0.311,0.148,1,0,0,76
Pune,Tier 2,Grocery Rider,11,89,437.0,2622.0,8,8,1.0,0.29,0.449,0.357,0.295,0.599,0.33,0.315,0,0,1,56
Coimbatore,Tier 3,Gig Driver,4,69,638.0,3828.0,5,0,0.0,0.459,0.658,0.57,0.437,0.288,0.203,0.208,0,1,0,69
Bareilly,Tier 4,Grocery Rider,12,68,1127.0,6762.0,15,1,0.067,0.56,0.387,0.683,0.595,0.128,0.082,0.193,0,0,1,53
Lucknow,Tier 2,Last-Mile Logistics,7,95,1156.0,6936.0,0,8,8.0,0.278,0.463,0.348,0.34,0.582,0.191,0.081,1,0,0,79
Ahmedabad,Tier 2,Grocery Rider,2,80,684.0,4104.0,16,1,0.062,0.472,0.594,0.439,0.481,0.249,0.234,0.182,0,0,0,73
Bareilly,Tier 4,Last-Mile Logistics,9,67,602.0,3612.0,16,3,0.188,0.499,0.336,0.6,0.51,0.294,0.168,0.3,1,0,0,52
Coimbatore,Tier 3,Construction Worker,11,75,752.0,4512.0,6,4,0.667,0.562,0.463,0.563,0.591,0.571,0.399,0.135,0,0,1,66
Delhi,Tier 1,Grocery Rider,2,54,851.0,5106.0,4,7,1.75,0.239,0.614,0.477,0.26,0.24,0.056,0.255,0,0,0,87
Bhopal,Tier 3,Grocery Rider,3,79,937.0,5622.0,21,0,0.0,0.561,0.59,0.411,0.598,0.414,0.398,0.211,0,0,0,63
Delhi,Tier 1,Construction Worker,6,69,905.0,5430.0,9,3,0.333,0.391,0.595,0.443,0.375,0.588,0.398,0.073,1,1,0,134
Indore,Tier 3,Last-Mile Logistics,6,70,951.0,5706.0,19,7,0.368,0.485,0.692,0.425,0.486,0.314,0.13,0.244,1,1,0,79
Delhi,Tier 1,Delivery Partner,12,76,1184.0,7104.0,1,8,8.0,0.401,0.615,0.34,0.393,0.359,0.018,0.334,0,0,1,89
Kolkata,Tier 1,Grocery Rider,1,60,972.0,5832.0,15,8,0.533,0.339,0.427,0.483,0.35,0.467,0.2,0.231,0,0,1,92
Chennai,Tier 1,Delivery Partner,4,60,834.0,5004.0,23,7,0.304,0.31,0.498,0.418,0.348,0.123,0.135,0.174,0,1,0,82
Gorakhpur,Tier 4,Domestic Worker,6,69,441.0,2646.0,13,3,0.231,0.699,0.384,0.472,0.631,0.46,0.176,0.286,1,1,0,58
Surat,Tier 2,Grocery Rider,2,74,550.0,3300.0,10,3,0.3,0.446,0.589,0.445,0.47,0.269,0.153,0.27,0,0,0,70
Chennai,Tier 1,Grocery Rider,12,74,1032.0,6192.0,13,3,0.231,0.243,0.453,0.383,0.236,0.417,0.117,0.287,0,0,1,79
Patna,Tier 3,Grocery Rider,2,70,545.0,3270.0,15,7,0.467,0.562,0.698,0.556,0.509,0.109,0.128,0.109,0,0,0,62
Delhi,Tier 1,Gig Driver,3,76,607.0,3642.0,6,7,1.167,0.281,0.459,0.477,0.303,0.428,0.166,0.239,0,0,0,75
Kolkata,Tier 1,Gig Driver,6,53,908.0,5448.0,4,7,1.75,0.348,0.473,0.287,0.35,0.308,0.251,0.324,1,1,0,96
Pune,Tier 2,Construction Worker,6,72,744.0,4464.0,8,3,0.375,0.432,0.411,0.449,0.477,0.555,0.384,0.282,1,1,0,90
Surat,Tier 2,Grocery Rider,1,69,558.0,3348.0,22,0,0.0,0.252,0.527,0.534,0.245,0.418,0.299,0.328,0,0,1,66
Jaipur,Tier 2,Grocery Rider,2,74,676.0,4056.0,14,7,0.5,0.337,0.486,0.396,0.303,0.466,0.301,0.274,0,0,0,67
Indore,Tier 3,Grocery Rider,6,75,688.0,4128.0,7,4,0.571,0.404,0.591,0.431,0.372,0.478,0.004,0.338,1,1,0,60
Bareilly,Tier 4,Grocery Rider,11,76,446.0,2676.0,19,2,0.105,0.596,0.287,0.661,0.573,0.23,0.343,0.162,0,0,1,49
Gorakhpur,Tier 4,Domestic Worker,4,71,924.0,5544.0,2,6,3.0,0.514,0.308,0.464,0.521,0.478,0.165,0.176,0,1,0,52
Agra,Tier 3,Gig Driver,4,71,823.0,4938.0,18,7,0.389,0.637,0.468,0.55,0.626,0.358,0.349,0.112,0,1,0,72
Coimbatore,Tier 3,Last-Mile Logistics,1,73,676.0,4056.0,23,6,0.261,0.404,0.513,0.477,0.425,0.186,0.165,0.195,0,0,1,49
Ahmedabad,Tier 2,Grocery Rider,6,77,436.0,2616.0,13,3,0.231,0.488,0.495,0.499,0.482,0.327,0.352,0.319,1,1,0,84
Gorakhpur,Tier 4,Grocery Rider,10,63,797.0,4782.0,0,6,6.0,0.675,0.281,0.613,0.678,0.489,0.226,0.171,0,0,1,51
Delhi,Tier 1,Delivery Partner,8,73,983.0,5898.0,23,8,0.348,0.286,0.567,0.314,0.282,0.457,0.209,0.255,1,0,0,109
Delhi,Tier 1,Gig Driver,9,79,755.0,4530.0,12,7,0.583,0.349,0.473,0.429,0.395,0.23,0.12,0.248,1,0,0,86
Chennai,Tier 1,Gig Driver,8,85,946.0,5676.0,7,1,0.143,0.298,0.499,0.314,0.284,0.446,0.037,0.331,1,0,0,97
Muzaffarpur,Tier 4,Delivery Partner,12,75,1125.0,6750.0,23,6,0.261,0.552,0.412,0.49,0.499,0.492,0.03,0.347,0,0,1,52
Pune,Tier 2,Grocery Rider,6,85,597.0,3582.0,9,3,0.333,0.418,0.361,0.509,0.393,0.449,0.09,0.071,1,1,0,79
Bangalore,Tier 1,Delivery Partner,8,56,984.0,5904.0,21,4,0.19,0.259,0.486,0.392,0.262,0.289,0.326,0.104,1,0,0,102
Kolkata,Tier 1,Construction Worker,8,69,740.0,4440.0,18,0,0.0,0.336,0.493,0.447,0.306,0.316,0.153,0.244,1,0,0,98
Coimbatore,Tier 3,Gig Driver,3,72,1190.0,7140.0,22,6,0.273,0.476,0.458,0.441,0.468,0.258,0.039,0.18,0,0,0,57
Kolkata,Tier 1,Last-Mile Logistics,11,62,637.0,3822.0,14,0,0.0,0.422,0.476,0.428,0.441,0.314,0.096,0.161,0,0,1,79
Bangalore,Tier 1,Gig Driver,12,51,572.0,3432.0,10,8,0.8,0.229,0.62,0.36,0.269,0.345,0.349,0.214,0,0,1,82
Delhi,Tier 1,Last-Mile Logistics,7,81,976.0,5856.0,24,4,0.167,0.228,0.444,0.447,0.289,0.373,0.222,0.24,1,0,0,94
Bareilly,Tier 4,Domestic Worker,10,94,487.0,2922.0,6,1,0.167,0.69,0.388,0.608,0.653,0.18,0.164,0.248,0,0,1,49
Bareilly,Tier 4,Last-Mile Logistics,12,55,891.0,5346.0,1,8,8.0,0.653,0.207,0.563,0.664,0.373,0.261,0.205,0,0,1,54
Nagpur,Tier 2,Delivery Partner,2,61,528.0,3168.0,12,5,0.417,0.346,0.389,0.541,0.406,0.268,0.256,0.21,0,0,0,60
Coimbatore,Tier 3,Domestic Worker,1,77,400.0,2400.0,11,5,0.455,0.591,0.637,0.527,0.622,0.554,0.21,0.232,0,0,1,63
Kolkata,Tier 1,Construction Worker,9,60,1117.0,6702.0,22,1,0.045,0.386,0.426,0.495,0.42,0.525,0.019,0.201,1,0,0,116
Muzaffarpur,Tier 4,Construction Worker,4,76,933.0,5598.0,4,5,1.25,0.654,0.294,0.662,0.605,0.235,0.017,0.159,0,1,0,59
Ahmedabad,Tier 2,Domestic Worker,2,86,923.0,5538.0,20,7,0.35,0.359,0.513,0.313,0.341,0.413,0.257,0.282,0,0,0,62
Gorakhpur,Tier 4,Construction Worker,4,90,947.0,5682.0,24,3,0.125,0.691,0.254,0.588,0.682,0.599,0.08,0.207,0,1,0,55
Surat,Tier 2,Last-Mile Logistics,5,76,586.0,3516.0,16,6,0.375,0.262,0.493,0.384,0.254,0.262,0.02,0.335,0,1,0,51
Jaipur,Tier 2,Delivery Partner,2,87,738.0,4428.0,11,5,0.455,0.476,0.471,0.443,0.478,0.467,0.227,0.131,0,0,0,70
Coimbatore,Tier 3,Gig Driver,9,75,791.0,4746.0,16,1,0.062,0.424,0.549,0.529,0.464,0.138,0.139,0.297,1,0,0,62
Bhopal,Tier 3,Construction Worker,9,56,1076.0,6456.0,21,8,0.381,0.523,0.575,0.644,0.565,0.279,0.056,0.148,1,0,0,87
Lucknow,Tier 2,Gig Driver,10,79,1097.0,6582.0,11,1,0.091,0.378,0.491,0.301,0.362,0.112,0.302,0.094,0,0,1,61
Pune,Tier 2,Gig Driver,2,76,584.0,3504.0,2,6,3.0,0.289,0.507,0.525,0.332,0.274,0.235,0.143,0,0,0,62
Kolkata,Tier 1,Last-Mile Logistics,2,56,895.0,5370.0,3,2,0.667,0.285,0.407,0.349,0.35,0.413,0.034,0.315,0,0,0,78
Jaipur,Tier 2,Delivery Partner,12,61,638.0,3828.0,4,7,1.75,0.394,0.486,0.423,0.426,0.258,0.313,0.103,0,0,1,62
Hyderabad,Tier 1,Grocery Rider,9,79,947.0,5682.0,20,0,0.0,0.32,0.567,0.27,0.373,0.128,0.059,0.223,1,0,0,89
Lucknow,Tier 2,Gig Driver,11,68,1137.0,6822.0,17,2,0.118,0.493,0.501,0.42,0.518,0.264,0.197,0.325,0,0,1,79
Bhopal,Tier 3,Last-Mile Logistics,7,61,638.0,3828.0,14,0,0.0,0.51,0.529,0.494,0.521,0.481,0.294,0.294,1,0,0,72
Lucknow,Tier 2,Grocery Rider,2,74,863.0,5178.0,0,3,3.0,0.263,0.414,0.46,0.323,0.558,0.2,0.214,0,0,0,71
Agra,Tier 3,Construction Worker,6,73,813.0,4878.0,13,5,0.385,0.626,0.647,0.627,0.585,0.362,0.337,0.083,1,1,0,95
Surat,Tier 2,Gig Driver,10,65,1046.0,6276.0,21,8,0.381,0.403,0.398,0.418,0.431,0.417,0.171,0.32,0,0,1,72
Muzaffarpur,Tier 4,Gig Driver,8,84,450.0,2700.0,9,2,0.222,0.681,0.244,0.582,0.693,0.208,0.211,0.122,1,0,0,61
Lucknow,Tier 2,Grocery Rider,5,76,1085.0,6510.0,7,7,1.0,0.474,0.512,0.481,0.482,0.292,0.259,0.322,0,1,0,94
Nagpur,Tier 2,Last-Mile Logistics,1,51,711.0,4266.0,4,5,1.25,0.359,0.368,0.425,0.373,0.394,0.145,0.234,0,0,1,59
Lucknow,Tier 2,Gig Driver,3,65,1175.0,7050.0,19,2,0.105,0.426,0.434,0.337,0.398,0.184,0.018,0.321,0,0,0,63
Muzaffarpur,Tier 4,Last-Mile Logistics,3,94,1062.0,6372.0,5,2,0.4,0.648,0.421,0.692,0.627,0.575,0.289,0.071,0,0,0,59
Kolkata,Tier 1,Grocery Rider,2,85,1125.0,6750.0,1,5,5.0,0.293,0.546,0.253,0.297,0.131,0.209,0.295,0,0,0,75
Gorakhpur,Tier 4,Grocery Rider,8,73,563.0,3378.0,8,5,0.625,0.48,0.328,0.47,0.491,0.116,0.043,0.215,1,0,0,49
Kolkata,Tier 1,Grocery Rider,9,67,859.0,5154.0,22,0,0.0,0.41,0.581,0.283,0.428,0.436,0.015,0.307,1,0,0,108
Surat,Tier 2,Last-Mile Logistics,3,78,907.0,5442.0,11,7,0.636,0.42,0.552,0.466,0.411,0.288,0.359,0.055,0,0,0,76
Muzaffarpur,Tier 4,Grocery Rider,9,73,965.0,5790.0,9,1,0.111,0.698,0.372,0.459,0.711,0.242,0.178,0.144,1,0,0,63
Mumbai,Tier 1,Gig Driver,8,66,703.0,4218.0,24,2,0.083,0.358,0.603,0.324,0.344,0.433,0.268,0.32,1,0,0,104
Coimbatore,Tier 3,Last-Mile Logistics,3,99,473.0,2838.0,0,8,8.0,0.508,0.507,0.464,0.508,0.506,0.298,0.227,0,0,0,53
Agra,Tier 3,Last-Mile Logistics,11,43,1178.0,7068.0,22,4,0.182,0.54,0.513,0.458,0.547,0.361,0.003,0.299,0,0,1,67
Bhopal,Tier 3,Last-Mile Logistics,10,84,455.0,2730.0,21,2,0.095,0.491,0.684,0.616,0.47,0.179,0.18,0.157,0,0,1,58
Gorakhpur,Tier 4,Construction Worker,8,65,1118.0,6708.0,10,1,0.1,0.459,0.438,0.616,0.507,0.2,0.016,0.196,1,0,0,58
Bhopal,Tier 3,Delivery Partner,3,48,1166.0,6996.0,21,8,0.381,0.606,0.615,0.441,0.619,0.464,0.17,0.327,0,0,0,72
Chennai,Tier 1,Last-Mile Logistics,1,65,451.0,2706.0,12,3,0.25,0.399,0.555,0.329,0.375,0.12,0.067,0.186,0,0,1,66
Coimbatore,Tier 3,Last-Mile Logistics,2,62,1100.0,6600.0,10,0,0.0,0.529,0.632,0.409,0.513,0.34,0.075,0.086,0,0,0,61
Bareilly,Tier 4,Construction Worker,4,69,1167.0,7002.0,18,8,0.444,0.471,0.361,0.693,0.522,0.336,0.065,0.111,0,1,0,56
Ahmedabad,Tier 2,Last-Mile Logistics,4,88,992.0,5952.0,0,1,1.0,0.415,0.557,0.471,0.427,0.218,0.298,0.192,0,1,0,82
Muzaffarpur,Tier 4,Gig Driver,11,83,957.0,5742.0,21,1,0.048,0.684,0.241,0.612,0.64,0.552,0.04,0.247,0,0,1,49
Agra,Tier 3,Gig Driver,4,64,1163.0,6978.0,15,5,0.333,0.613,0.524,0.402,0.581,0.241,0.356,0.34,0,1,0,80
Bareilly,Tier 4,Domestic Worker,9,71,839.0,5034.0,1,5,5.0,0.473,0.294,0.529,0.479,0.431,0.281,0.091,1,0,0,54
Patna,Tier 3,Grocery Rider,12,78,1111.0,6666.0,13,5,0.385,0.512,0.673,0.616,0.505,0.291,0.373,0.265,0,0,1,73
Patna,Tier 3,Last-Mile Logistics,1,61,633.0,3798.0,9,5,0.556,0.642,0.53,0.423,0.649,0.467,0.114,0.139,0,0,1,61
Nagpur,Tier 2,Last-Mile Logistics,8,67,1031.0,6186.0,17,1,0.059,0.329,0.563,0.501,0.362,0.262,0.207,0.183,1,0,0,91
Pune,Tier 2,Construction Worker,8,83,787.0,4722.0,23,6,0.261,0.458,0.376,0.335,0.51,0.394,0.204,0.207,1,0,0,77
Coimbatore,Tier 3,Last-Mile Logistics,3,80,468.0,2808.0,23,6,0.261,0.543,0.593,0.629,0.541,0.169,0.229,0.077,0,0,0,52
Indore,Tier 3,Grocery Rider,10,61,776.0,4656.0,19,1,0.053,0.633,0.63,0.419,0.592,0.437,0.358,0.06,0,0,1,68
Hyderabad,Tier 1,Grocery Rider,5,75,837.0,5022.0,15,8,0.533,0.439,0.587,0.463,0.43,0.377,0.246,0.146,0,1,0,117
Surat,Tier 2,Delivery Partner,10,53,515.0,3090.0,24,6,0.25,0.343,0.535,0.529,0.354,0.421,0.041,0.321,0,0,1,68
Bangalore,Tier 1,Delivery Partner,7,89,1036.0,6216.0,20,4,0.2,0.264,0.532,0.49,0.247,0.442,0.385,0.14,1,0,0,111
Indore,Tier 3,Grocery Rider,9,62,667.0,4002.0,14,2,0.143,0.409,0.658,0.612,0.431,0.276,0.031,0.276,1,0,0,73
Pune,Tier 2,Grocery Rider,7,77,984.0,5904.0,9,8,0.889,0.457,0.536,0.458,0.454,0.551,0.26,0.17,1,0,0,103
Bhopal,Tier 3,Delivery Partner,5,69,835.0,5010.0,18,4,0.222,0.469,0.505,0.532,0.439,0.5,0.194,0.222,0,1,0,68
Bhopal,Tier 3,Domestic Worker,12,66,728.0,4368.0,14,3,0.214,0.602,0.643,0.456,0.603,0.222,0.395,0.336,0,0,1,61
Mumbai,Tier 1,Delivery Partner,3,93,1041.0,6246.0,8,4,0.5,0.38,0.575,0.49,0.402,0.418,0.34,0.251,0,0,0,97
Bhopal,Tier 3,Delivery Partner,11,61,697.0,4182.0,21,4,0.19,0.437,0.576,0.514,0.493,0.406,0.315,0.15,0,0,1,61
Indore,Tier 3,Grocery Rider,8,76,958.0,5748.0,22,3,0.136,0.474,0.587,0.559,0.486,0.558,0.359,0.341,1,0,0,87
Mumbai,Tier 1,Delivery Partner,5,65,742.0,4452.0,15,1,0.067,0.26,0.401,0.297,0.234,0.46,0.17,0.144,0,1,0,81
Bareilly,Tier 4,Construction Worker,6,79,1180.0,7080.0,18,7,0.389,0.611,0.315,0.526,0.572,0.206,0.164,0.348,1,1,0,60
Gorakhpur,Tier 4,Gig Driver,5,79,682.0,4092.0,20,7,0.35,0.564,0.237,0.551,0.518,0.367,0.039,0.287,0,1,0,49
Chennai,Tier 1,Last-Mile Logistics,9,92,735.0,4410.0,23,0,0.0,0.295,0.425,0.381,0.317,0.334,0.296,0.3,1,0,0,87
Jaipur,Tier 2,Grocery Rider,10,64,898.0,5388.0,1,2,2.0,0.27,0.524,0.395,0.256,0.531,0.246,0.156,0,0,1,71
Surat,Tier 2,Gig Driver,12,72,1139.0,6834.0,4,5,1.25,0.399,0.593,0.334,0.416,0.499,0.21,0.077,0,0,1,80
Kolkata,Tier 1,Delivery Partner,5,93,983.0,5898.0,11,6,0.545,0.39,0.593,0.416,0.373,0.302,0.31,0.336,0,1,0,106
Nagpur,Tier 2,Delivery Partner,5,72,650.0,3900.0,9,8,0.889,0.306,0.476,0.452,0.276,0.49,0.328,0.34,0,1,0,75
Bangalore,Tier 1,Domestic Worker,4,76,741.0,4446.0,24,2,0.083,0.284,0.541,0.446,0.258,0.585,0.324,0.275,0,1,0,97
Chennai,Tier 1,Domestic Worker,3,64,1001.0,6006.0,17,5,0.294,0.297,0.625,0.294,0.297,0.376,0.128,0.177,0,0,0,89
Surat,Tier 2,Construction Worker,5,85,819.0,4914.0,8,5,0.625,0.341,0.412,0.402,0.358,0.473,0.048,0.116,0,1,0,69
Chennai,Tier 1,Domestic Worker,10,53,713.0,4278.0,11,2,0.182,0.398,0.481,0.375,0.421,0.216,0.287,0.214,0,0,1,77
Mumbai,Tier 1,Grocery Rider,9,88,595.0,3570.0,9,5,0.556,0.421,0.54,0.402,0.466,0.509,0.241,0.276,1,0,0,103
Bhopal,Tier 3,Gig Driver,6,90,450.0,2700.0,5,1,0.2,0.422,0.657,0.415,0.397,0.498,0.0,0.135,1,1,0,53
Pune,Tier 2,Grocery Rider,9,93,1022.0,6132.0,7,3,0.429,0.376,0.477,0.481,0.388,0.404,0.359,0.17,1,0,0,94
Muzaffarpur,Tier 4,Domestic Worker,12,67,803.0,4818.0,16,8,0.5,0.651,0.337,0.517,0.665,0.235,0.293,0.233,0,0,1,49
Muzaffarpur,Tier 4,Construction Worker,2,82,1034.0,6204.0,13,7,0.538,0.514,0.311,0.615,0.507,0.449,0.254,0.084,0,0,0,52
Bangalore,Tier 1,Delivery Partner,3,80,925.0,5550.0,0,7,7.0,0.239,0.467,0.348,0.243,0.214,0.322,0.241,0,0,0,72
Nagpur,Tier 2,Last-Mile Logistics,12,54,1134.0,6804.0,11,2,0.182,0.298,0.549,0.542,0.341,0.596,0.26,0.115,0,0,1,87
Coimbatore,Tier 3,Domestic Worker,9,64,406.0,2436.0,24,5,0.208,0.57,0.517,0.604,0.549,0.34,0.386,0.123,1,0,0,70
Kolkata,Tier 1,Construction Worker,5,83,577.0,3462.0,0,1,1.0,0.325,0.488,0.443,0.355,0.338,0.312,0.121,0,1,0,90
Ahmedabad,Tier 2,Grocery Rider,12,78,1103.0,6618.0,4,3,0.75,0.446,0.452,0.545,0.439,0.419,0.064,0.344,0,0,1,77
Lucknow,Tier 2,Grocery Rider,4,84,453.0,2718.0,4,1,0.25,0.441,0.544,0.468,0.426,0.345,0.044,0.191,0,1,0,74
Indore,Tier 3,Construction Worker,2,63,530.0,3180.0,2,0,0.0,0.458,0.469,0.63,0.465,0.298,0.214,0.238,0,0,0,49
Bhopal,Tier 3,Gig Driver,1,69,518.0,3108.0,6,1,0.167,0.407,0.697,0.47,0.459,0.598,0.24,0.06,0,0,1,60
Delhi,Tier 1,Construction Worker,9,71,725.0,4350.0,18,0,0.0,0.352,0.51,0.484,0.37,0.447,0.359,0.094,1,0,0,112
Bhopal,Tier 3,Delivery Partner,5,67,512.0,3072.0,1,1,1.0,0.528,0.53,0.506,0.573,0.178,0.216,0.08,0,1,0,59
Lucknow,Tier 2,Construction Worker,1,75,1157.0,6942.0,24,1,0.042,0.348,0.366,0.397,0.328,0.215,0.247,0.07,0,0,1,57
Chennai,Tier 1,Domestic Worker,4,99,737.0,4422.0,18,3,0.167,0.205,0.646,0.342,0.262,0.263,0.19,0.167,0,1,0,76
Kolkata,Tier 1,Construction Worker,6,81,952.0,5712.0,0,1,1.0,0.236,0.548,0.473,0.282,0.174,0.347,0.14,1,1,0,97
Hyderabad,Tier 1,Construction Worker,5,89,1080.0,6480.0,18,5,0.278,0.433,0.632,0.252,0.482,0.127,0.106,0.204,0,1,0,83
Nagpur,Tier 2,Grocery Rider,9,100,784.0,4704.0,24,3,0.125,0.484,0.41,0.369,0.528,0.138,0.244,0.255,1,0,0,71
Agra,Tier 3,Domestic Worker,2,95,538.0,3228.0,3,0,0.0,0.613,0.485,0.5,0.559,0.373,0.268,0.332,0,0,0,54
Agra,Tier 3,Grocery Rider,12,75,1146.0,6876.0,6,4,0.667,0.52,0.59,0.549,0.509,0.519,0.074,0.216,0,0,1,75
Kolkata,Tier 1,Domestic Worker,1,77,1107.0,6642.0,23,1,0.043,0.327,0.561,0.349,0.341,0.553,0.372,0.319,0,0,1,97
Pune,Tier 2,Domestic Worker,12,70,815.0,4890.0,15,5,0.333,0.445,0.491,0.548,0.446,0.457,0.317,0.198,0,0,1,82
Gorakhpur,Tier 4,Grocery Rider,8,73,729.0,4374.0,21,1,0.048,0.477,0.298,0.633,0.521,0.226,0.142,0.096,1,0,0,55
Kolkata,Tier 1,Last-Mile Logistics,7,73,913.0,5478.0,13,3,0.231,0.354,0.538,0.272,0.392,0.401,0.265,0.32,1,0,0,106
Agra,Tier 3,Grocery Rider,7,79,1142.0,6852.0,3,5,1.667,0.647,0.595,0.427,0.628,0.494,0.011,0.067,1,0,0,87
Chennai,Tier 1,Gig Driver,2,73,801.0,4806.0,16,2,0.125,0.292,0.426,0.433,0.295,0.233,0.261,0.218,0,0,0,73
Bhopal,Tier 3,Last-Mile Logistics,12,88,617.0,3702.0,9,8,0.889,0.599,0.507,0.44,0.617,0.454,0.073,0.085,0,0,1,49
Delhi,Tier 1,Delivery Partner,6,77,662.0,3972.0,15,1,0.067,0.365,0.431,0.377,0.33,0.296,0.03,0.193,1,1,0,86
Patna,Tier 3,Last-Mile Logistics,8,54,436.0,2616.0,19,4,0.211,0.49,0.639,0.492,0.513,0.285,0.169,0.219,1,0,0,62
Coimbatore,Tier 3,Grocery Rider,9,73,1159.0,6954.0,13,4,0.308,0.647,0.571,0.517,0.647,0.378,0.254,0.312,1,0,0,91
Indore,Tier 3,Grocery Rider,2,71,769.0,4614.0,15,5,0.333,0.56,0.564,0.514,0.506,0.187,0.195,0.297,0,0,0,64
Kolkata,Tier 1,Delivery Partner,11,74,676.0,4056.0,15,1,0.067,0.226,0.64,0.464,0.211,0.46,0.139,0.348,0,0,1,79
Patna,Tier 3,Gig Driver,9,59,854.0,5124.0,21,1,0.048,0.609,0.498,0.577,0.554,0.559,0.032,0.324,1,0,0,82
Chennai,Tier 1,Grocery Rider,7,36,1179.0,7074.0,12,1,0.083,0.448,0.563,0.282,0.454,0.365,0.206,0.221,1,0,0,122
Kolkata,Tier 1,Delivery Partner,6,64,856.0,5136.0,6,5,0.833,0.342,0.571,0.271,0.37,0.24,0.203,0.282,1,1,0,99
