claim_type,month_of_year,dcs_at_claim,gps_zone_mismatch,gps_jump_detected,gps_accuracy_low,vpn_detected,weather_claim_consistency,historical_dcs_deviation,claim_timing_anomaly,payout_frequency_score,duplicate_event_attempt,platform_inactivity_hours,unusual_claim_amount,gps_risk_score,weather_risk_score,behavioral_risk_score,fraud_score,risk_band,decision
clean,2,62,0,0,0,0,0.949,0.0,0,0.96,0,0.98,0,0,1,0,1,low,pass
suspicious,6,71,0,0,1,1,0.565,0.361,0,2.202,0,4.47,1,8,14,12,34,medium,review
clean,3,56,0,0,0,0,0.723,0.08,0,1.068,0,0.6,0,0,6,0,6,low,pass
clean,4,83,0,0,0,0,0.945,0.134,0,0.806,0,0.67,0,0,1,0,1,low,pass
clean,3,55,0,0,0,0,0.744,0.0,1,0.778,0,0.52,0,0,10,0,10,low,pass
clean,8,87,0,0,0,0,0.785,0.109,0,0.912,0,0.0,0,0,4,0,4,low,pass
fraudulent,5,66,0,1,1,1,0.146,0.841,1,4.589,0,5.46,1,20,32,17,69,high,fail
clean,11,84,0,0,0,0,0.9,0.188,0,0.815,0,0.72,0,0,2,0,2,low,pass
clean,10,78,0,0,0,0,0.897,0.076,0,0.673,0,1.0,0,0,2,0,2,low,pass
clean,10,68,0,0,0,0,0.937,0.086,0,1.143,0,0.67,0,0,1,0,1,low,pass
clean,5,80,0,0,0,0,0.946,0.01,0,0.818,0,0.97,0,0,1,0,1,low,pass
clean,11,76,0,0,0,0,1.0,0.081,0,0.819,0,0.7,0,0,0,0,0,low,pass
suspicious,1,56,1,0,1,0,0.602,0.433,1,1.5,0,2.76,1,25,18,4,47,medium,review
suspicious,7,79,0,0,0,1,0.671,0.2,1,1.5,0,1.5,0,3,12,0,15,low,pass
clean,4,67,0,0,0,0,0.902,0.054,0,0.66,0,0.52,0,0,2,0,2,low,pass
clean,4,68,0,0,0,0,0.751,0.123,1,1.383,0,0.39,0,0,10,0,10,low,pass
clean,10,65,0,0,1,0,0.695,0.077,0,0.998,0,0.62,0,5,6,0,11,low,pass
clean,10,85,0,0,1,0,0.917,0.07,0,0.844,0,0.0,0,5,2,0,7,low,pass
suspicious,4,79,0,0,1,1,0.642,0.249,1,2.4,0,2.13,0,8,12,7,27,low,pass
suspicious,12,71,1,1,1,1,0.537,0.476,1,2.081,0,2.26,1,40,19,9,68,high,fail
clean,12,79,0,0,0,0,0.85,0.068,0,0.712,0,1.06,0,0,3,0,3,low,pass
clean,10,60,0,0,0,0,0.702,0.133,0,0.873,0,0.25,0,0,6,0,6,low,pass
clean,8,73,0,0,0,0,0.878,0.102,0,1.164,0,0.16,0,0,2,0,2,low,pass
clean,4,79,0,0,0,0,0.809,0.151,0,0.859,0,0.66,0,0,4,0,4,low,pass
clean,6,69,0,0,0,0,0.947,0.128,0,0.778,0,0.39,0,0,1,0,1,low,pass
clean,10,63,0,0,0,0,0.948,0.108,0,0.859,0,0.62,0,0,1,0,1,low,pass
suspicious,12,55,0,0,0,0,0.357,0.356,1,2.261,0,2.91,0,0,23,7,30,medium,review
clean,4,76,0,0,0,0,0.818,0.085,0,0.877,0,0.94,0,0,4,0,4,low,pass
clean,3,70,0,0,0,0,0.674,0.135,0,0.883,0,0.48,0,0,7,0,7,low,pass
clean,9,65,0,0,0,0,0.818,0.125,0,1.09,0,0.0,0,0,4,0,4,low,pass
suspicious,12,66,0,0,1,1,0.8,0.394,1,2.355,0,1.61,1,8,14,7,29,low,pass
clean,9,83,0,0,0,0,0.804,0.168,0,0.914,0,0.62,0,0,4,0,4,low,pass
clean,7,89,0,0,0,0,0.813,0.199,0,0.869,0,0.84,0,0,4,0,4,low,pass
clean,5,70,0,0,0,0,0.838,0.117,0,0.97,0,0.78,0,0,3,0,3,low,pass
clean,7,69,0,0,0,0,0.909,0.076,0,1.132,0,0.2,1,0,2,2,4,low,pass
clean,9,73,0,0,0,0,0.755,0.085,0,0.979,0,0.19,0,0,5,0,5,low,pass
clean,11,72,0,0,0,0,0.844,0.031,0,0.846,0,0.79,1,0,3,2,5,low,pass
fraudulent,5,74,1,1,1,1,0.116,0.517,1,4.503,0,5.32,1,40,33,17,90,high,fail
clean,4,67,0,0,0,0,1.0,0.11,0,1.105,0,0.11,0,0,0,0,0,low,pass
clean,6,72,0,0,0,0,0.887,0.05,0,0.864,0,0.27,0,0,2,0,2,low,pass
fraudulent,1,71,1,1,0,1,0.304,0.748,1,4.294,1,8.54,1,35,29,25,89,high,fail
suspicious,1,60,1,0,0,0,0.552,0.483,0,3.2,0,3.14,1,20,14,14,48,medium,review
clean,6,65,0,0,0,0,0.871,0.148,1,1.187,0,0.54,1,0,8,2,10,low,pass
clean,9,81,0,0,0,0,0.799,0.143,0,1.014,0,0.76,0,0,4,0,4,low,pass
suspicious,8,72,0,0,1,0,0.655,0.401,0,2.432,0,3.7,1,5,12,9,26,low,pass
clean,5,58,0,0,0,1,0.734,0.166,0,0.99,0,0.25,0,3,5,0,8,low,pass
clean,2,67,0,0,0,0,0.865,0.166,0,0.958,0,0.28,0,0,3,0,3,low,pass
clean,11,70,0,0,0,0,0.748,0.223,0,0.552,0,0.6,0,0,5,0,5,low,pass
clean,10,78,0,0,0,0,0.803,0.152,0,0.657,0,0.98,1,0,4,2,6,low,pass
clean,12,65,0,0,0,0,0.84,0.089,0,0.837,0,0.32,0,0,3,0,3,low,pass
clean,9,78,0,0,0,0,0.821,0.136,0,0.556,0,0.28,0,0,4,0,4,low,pass
clean,10,81,0,0,0,0,0.97,0.095,0,0.786,0,0.12,0,0,1,0,1,low,pass
clean,7,68,0,0,0,0,0.756,0.149,0,0.735,0,0.74,0,0,5,0,5,low,pass
clean,2,71,0,0,0,0,0.772,0.094,0,0.886,0,0.27,0,0,5,0,5,low,pass
clean,6,87,0,0,0,0,0.856,0.0,0,0.882,0,0.63,0,0,3,0,3,low,pass
clean,5,59,0,0,0,0,0.783,0.111,0,0.931,0,0.56,0,0,4,0,4,low,pass
clean,1,57,0,0,0,0,0.742,0.105,0,0.556,0,0.31,0,0,5,0,5,low,pass
clean,1,69,0,0,0,0,0.85,0.11,0,0.658,0,0.41,0,0,3,0,3,low,pass
clean,10,83,0,0,0,0,0.914,0.051,0,0.469,0,0.66,0,0,2,0,2,low,pass
suspicious,1,58,1,1,0,0,0.409,0.316,0,2.365,0,3.08,0,32,17,7,56,medium,review
clean,2,77,0,0,0,0,0.932,0.088,0,0.914,0,0.0,0,0,1,0,1,low,pass
clean,10,84,0,0,0,0,0.9,0.065,0,1.546,0,0.44,0,0,2,0,2,low,pass
clean,3,56,0,0,0,0,0.884,0.132,0,0.882,0,0.63,0,0,2,0,2,low,pass
fraudulent,6,93,1,1,0,1,0.4,0.587,1,3.0,1,4.55,0,35,27,18,80,high,fail
suspicious,4,66,0,1,1,1,0.7,0.332,1,3.466,0,3.73,0,20,16,12,48,medium,review
clean,9,87,0,0,0,0,0.798,0.061,0,0.811,0,0.0,0,0,4,0,4,low,pass
clean,11,60,0,0,0,0,0.872,0.135,0,0.707,0,0.03,1,0,3,2,5,low,pass
clean,11,82,0,0,0,0,0.777,0.15,0,1.061,0,0.56,0,0,4,0,4,low,pass
clean,3,62,0,0,0,0,0.981,0.016,1,0.858,0,0.67,0,0,5,0,5,low,pass
fraudulent,9,72,1,1,1,0,0.279,0.821,1,4.779,1,8.48,0,37,29,23,89,high,fail
clean,3,73,0,0,0,0,0.911,0.042,0,0.809,0,0.0,0,0,2,0,2,low,pass
clean,3,55,0,0,0,0,0.93,0.16,0,0.656,0,0.39,0,0,1,0,1,low,pass
fraudulent,8,88,1,0,1,0,0.024,0.682,0,3.538,0,4.75,1,25,30,17,72,high,fail
clean,5,67,0,0,0,0,0.848,0.194,0,1.059,0,0.42,0,0,3,0,3,low,pass
clean,3,69,0,0,0,0,0.846,0.194,0,1.152,0,0.41,0,0,3,0,3,low,pass
clean,1,58,0,0,0,0,0.89,0.05,1,0.905,0,0.73,0,0,7,0,7,low,pass
clean,12,80,0,0,0,0,0.932,0.068,0,1.1,0,0.54,0,0,1,0,1,low,pass
clean,3,63,0,0,0,0,0.827,0.195,0,0.828,0,0.17,0,0,3,0,3,low,pass
clean,7,82,0,0,0,0,0.796,0.136,0,0.703,0,0.75,0,0,4,0,4,low,pass
clean,3,81,0,0,0,0,0.782,0.096,0,1.342,0,0.24,0,0,4,0,4,low,pass
fraudulent,9,77,1,0,1,1,0.0,0.905,1,3.08,1,5.28,1,28,35,25,88,high,fail
clean,3,63,0,0,0,0,0.908,0.134,0,0.425,0,0.4,0,0,2,0,2,low,pass
clean,7,92,0,0,0,0,0.918,0.201,0,0.652,0,0.82,0,0,2,0,2,low,pass
clean,5,70,0,0,0,0,0.797,0.152,0,0.692,0,0.43,0,0,4,0,4,low,pass
fraudulent,4,66,1,1,0,0,0.239,0.843,1,4.656,0,5.86,0,32,30,15,77,high,fail
fraudulent,3,59,1,0,0,1,0.15,0.967,1,4.422,1,5.79,1,23,32,25,80,high,fail
clean,7,82,0,0,0,0,0.893,0.131,0,0.629,0,0.65,0,0,2,0,2,low,pass
suspicious,7,91,1,0,1,0,0.324,0.316,0,1.807,0,2.87,0,25,19,2,46,medium,review
clean,11,77,0,0,0,0,0.815,0.09,0,0.521,0,0.48,0,0,4,0,4,low,pass
clean,2,76,0,0,0,0,0.762,0.214,0,0.82,0,0.42,0,0,5,0,5,low,pass
suspicious,9,69,1,1,0,1,0.654,0.512,1,1.711,0,3.57,0,35,22,2,59,medium,review
clean,9,92,0,0,0,0,0.927,0.109,0,0.933,0,0.35,0,0,1,0,1,low,pass
clean,5,73,0,0,0,0,0.824,0.095,0,0.815,0,0.77,0,0,4,0,4,low,pass
fraudulent,1,66,1,0,0,1,0.113,0.828,1,5.262,0,7.05,1,23,33,17,73,high,fail
clean,11,78,0,0,0,0,0.707,0.131,0,0.771,0,0.34,0,0,6,0,6,low,pass
clean,2,77,0,0,0,0,0.879,0.155,0,0.568,0,0.52,0,0,2,0,2,low,pass
clean,1,81,0,0,0,0,1.0,0.045,0,0.86,0,0.32,0,0,0,0,0,low,pass
suspicious,9,77,1,1,1,0,0.655,0.255,1,1.515,0,3.83,0,37,12,2,51,medium,review
clean,10,74,0,0,0,0,0.869,0.041,0,0.886,0,0.12,0,0,3,0,3,low,pass
fraudulent,1,85,1,1,0,0,0.292,0.742,1,3.628,0,5.63,1,32,29,17,78,high,fail
fraudulent,2,73,1,0,1,1,0.154,0.539,1,5.272,0,8.24,1,28,32,17,77,high,fail
clean,3,79,0,0,0,0,0.818,0.084,0,0.675,0,0.45,0,0,4,0,4,low,pass
clean,1,78,0,0,0,0,0.889,0.159,0,0.721,0,0.0,0,0,2,0,2,low,pass
clean,11,69,0,0,0,0,0.769,0.128,0,0.891,0,0.8,1,0,5,2,7,low,pass
clean,2,57,0,0,0,0,0.853,0.181,0,0.583,0,0.0,0,0,3,0,3,low,pass
clean,12,58,0,0,1,0,0.958,0.06,0,0.928,0,0.54,0,5,1,0,6,low,pass
fraudulent,8,81,1,1,1,1,0.233,0.629,1,3.439,1,4.95,1,40,30,25,95,high,fail
clean,7,68,0,0,0,0,0.898,0.139,0,0.85,0,0.32,0,0,2,0,2,low,pass
clean,8,91,0,0,0,0,0.895,0.026,0,1.29,0,0.64,0,0,2,0,2,low,pass
fraudulent,10,75,0,1,1,1,0.184,0.824,1,4.705,1,6.85,1,20,31,25,76,high,fail
clean,8,93,0,0,0,0,0.699,0.121,0,1.191,0,0.33,1,0,6,2,8,low,pass
suspicious,5,72,1,0,0,0,0.694,0.465,1,2.447,0,3.17,1,20,16,9,45,medium,review
suspicious,3,75,1,0,1,0,0.634,0.422,1,3.245,0,3.97,1,25,17,14,56,medium,review
clean,2,67,0,0,0,0,0.907,0.153,0,1.042,0,0.0,0,0,2,0,2,low,pass
suspicious,7,82,1,0,1,0,0.532,0.318,1,2.464,0,2.44,0,25,19,7,51,medium,review
fraudulent,2,68,1,1,1,0,0.259,0.637,0,5.558,0,8.98,0,37,25,15,77,high,fail
clean,3,57,0,0,0,0,0.734,0.116,0,0.808,0,0.58,0,0,5,0,5,low,pass
clean,3,67,0,0,0,0,0.897,0.036,1,0.705,0,0.25,0,0,7,0,7,low,pass
clean,1,85,0,0,0,0,0.806,0.074,0,1.059,0,0.57,0,0,4,0,4,low,pass
suspicious,3,64,0,0,0,0,0.419,0.348,0,1.5,0,5.0,1,0,17,7,24,low,pass
clean,5,71,0,0,0,1,0.851,0.15,0,1.059,0,0.49,0,3,3,0,6,low,pass
clean,7,84,0,0,0,0,0.659,0.072,1,0.971,0,0.52,0,0,12,0,12,low,pass
clean,1,59,0,0,0,0,0.933,0.1,0,1.268,0,0.18,0,0,1,0,1,low,pass
clean,12,72,0,0,0,0,0.891,0.049,0,1.083,0,0.27,0,0,2,0,2,low,pass
clean,4,76,0,0,0,0,0.709,0.026,0,0.806,0,0.97,0,0,6,0,6,low,pass
fraudulent,2,57,1,1,1,0,0.274,0.767,0,4.148,1,4.81,1,37,25,25,87,high,fail
clean,3,70,0,0,0,0,0.775,0.072,0,0.772,0,0.3,0,0,4,0,4,low,pass
clean,2,65,0,0,0,0,0.774,0.1,0,0.75,0,0.84,0,0,5,0,5,low,pass
suspicious,2,59,0,1,1,0,0.718,0.44,0,2.543,0,1.5,0,17,11,5,33,medium,review
clean,10,70,0,0,0,0,1.0,0.086,0,1.059,0,0.75,0,0,0,0,0,low,pass
suspicious,11,56,0,0,0,1,0.394,0.317,1,2.499,0,1.5,0,3,22,5,30,medium,review
clean,7,89,0,0,0,0,0.843,0.0,0,0.902,0,0.91,0,0,3,0,3,low,pass
clean,8,79,0,0,0,0,0.85,0.027,0,0.789,0,0.68,1,0,3,2,5,low,pass
clean,4,56,0,0,0,0,0.863,0.123,0,0.866,0,0.27,0,0,3,0,3,low,pass
suspicious,11,70,0,0,1,0,0.569,0.387,1,2.814,1,2.53,1,5,19,17,41,medium,review
clean,4,71,0,0,1,0,0.854,0.093,0,1.355,0,0.27,0,5,3,0,8,low,pass
fraudulent,5,71,1,0,1,1,0.162,0.556,1,5.243,1,8.57,1,28,32,25,85,high,fail
clean,7,86,0,0,0,0,0.833,0.159,0,0.966,0,0.71,0,0,3,0,3,low,pass
suspicious,9,91,1,1,1,1,0.401,0.396,1,3.236,0,4.48,1,40,22,17,79,high,fail
clean,4,59,0,0,0,0,0.914,0.148,0,1.387,0,0.74,0,0,2,0,2,low,pass
clean,6,71,0,0,0,0,0.797,0.161,0,0.885,0,0.65,0,0,4,0,4,low,pass
clean,3,66,0,0,0,0,0.859,0.065,0,0.962,0,0.79,0,0,3,0,3,low,pass
suspicious,8,84,1,0,0,0,0.661,0.428,0,2.2,0,1.5,0,20,12,5,37,medium,review
clean,10,76,0,0,0,0,0.846,0.128,0,0.468,0,0.48,0,0,3,0,3,low,pass
suspicious,4,63,1,0,0,0,0.536,0.289,0,2.68,0,3.94,1,20,9,9,38,medium,review
clean,7,88,0,0,0,0,0.995,0.099,0,1.158,0,0.25,0,0,0,0,0,low,pass
suspicious,5,79,1,0,0,1,0.494,0.448,1,1.972,0,2.84,0,23,20,2,45,medium,review
fraudulent,8,80,1,1,1,0,0.284,0.699,1,3.464,0,5.62,1,37,29,17,83,high,fail
suspicious,9,73,1,0,1,0,0.509,0.439,0,2.138,0,1.5,1,25,15,7,47,medium,review
clean,1,77,0,0,0,0,0.913,0.132,0,0.687,0,0.16,0,0,2,0,2,low,pass
suspicious,2,81,1,0,0,0,0.753,0.356,1,2.677,0,2.31,0,20,15,7,42,medium,review
suspicious,1,79,1,0,0,1,0.648,0.288,1,2.511,0,3.36,0,23,12,7,42,medium,review
clean,4,56,0,0,0,0,0.685,0.106,0,0.756,0,0.83,0,0,6,0,6,low,pass
clean,1,61,0,0,0,0,0.869,0.088,0,1.204,0,0.0,0,0,3,0,3,low,pass
clean,12,68,0,0,0,0,1.0,0.194,0,0.822,0,0.77,1,0,0,2,2,low,pass
suspicious,5,60,0,0,0,1,0.623,0.2,0,2.244,0,1.73,0,3,8,5,16,low,pass
suspicious,1,84,1,0,1,1,0.347,0.351,0,2.174,1,4.22,1,28,18,20,66,high,fail
clean,1,85,0,0,1,0,0.79,0.08,0,1.173,0,0.44,0,5,4,0,9,low,pass
clean,8,70,0,0,0,0,0.809,0.143,0,1.006,0,0.53,0,0,4,0,4,low,pass
clean,8,70,0,0,0,0,0.924,0.038,0,0.784,0,1.1,0,0,2,0,2,low,pass
clean,9,65,0,0,0,0,0.607,0.066,0,0.663,0,0.52,0,0,8,0,8,low,pass
clean,6,73,0,0,0,0,0.898,0.155,0,0.818,0,0.22,0,0,2,0,2,low,pass
clean,9,75,0,0,0,0,0.734,0.102,0,1.325,0,0.32,0,0,5,0,5,low,pass
clean,8,87,0,0,0,0,0.844,0.107,0,0.815,0,0.93,0,0,3,0,3,low,pass
fraudulent,3,83,1,0,1,1,0.321,0.823,1,4.968,0,5.47,0,28,29,15,72,high,fail
fraudulent,1,59,1,0,1,1,0.085,0.598,1,4.424,1,6.01,1,28,33,25,86,high,fail
clean,11,64,0,0,0,0,0.896,0.105,0,0.632,0,0.87,0,0,2,0,2,low,pass
clean,11,73,0,0,0,0,0.809,0.139,1,0.73,0,0.24,0,0,9,0,9,low,pass
clean,7,74,0,0,0,0,0.776,0.028,0,0.618,0,0.61,0,0,4,0,4,low,pass
clean,7,92,0,0,0,0,0.776,0.117,0,0.92,0,0.76,0,0,4,0,4,low,pass
clean,2,73,0,0,0,0,0.769,0.153,0,0.719,0,0.0,0,0,5,0,5,low,pass
clean,2,83,0,0,0,0,0.865,0.056,0,1.2,0,0.59,0,0,3,0,3,low,pass
clean,10,56,0,0,0,0,0.843,0.11,0,0.801,0,1.01,0,0,3,0,3,low,pass
clean,3,83,0,0,0,0,0.806,0.123,0,0.736,0,0.5,0,0,4,0,4,low,pass
clean,3,62,0,0,0,0,0.751,0.111,0,0.913,0,0.66,0,0,5,0,5,low,pass
clean,6,76,0,0,0,0,0.887,0.101,0,1.308,0,0.49,0,0,2,0,2,low,pass
clean,6,74,0,0,0,0,0.853,0.096,0,0.941,0,0.41,0,0,3,0,3,low,pass
suspicious,7,83,0,0,0,0,0.495,0.455,1,2.276,0,4.05,0,0,20,10,30,medium,review
clean,4,83,0,0,0,0,0.698,0.176,0,1.079,0,0.48,0,0,6,0,6,low,pass
clean,7,69,0,0,1,0,0.844,0.132,0,0.695,0,0.51,0,5,3,0,8,low,pass
clean,9,85,0,0,0,0,0.862,0.0,0,0.97,0,0.09,0,0,3,0,3,low,pass
clean,5,57,0,0,0,0,0.937,0.167,0,1.202,0,0.4,0,0,1,0,1,low,pass
suspicious,10,67,1,0,0,1,0.5,0.2,1,2.64,0,1.5,0,23,15,5,43,medium,review
suspicious,7,71,1,0,0,1,0.333,0.35,1,1.747,1,2.04,1,23,23,12,58,medium,review
suspicious,5,75,1,0,1,0,0.557,0.468,0,2.57,0,3.19,1,25,14,9,48,medium,review
clean,8,67,0,0,0,0,0.942,0.106,0,0.795,0,0.27,0,0,1,0,1,low,pass
clean,3,85,0,0,0,0,0.894,0.045,0,0.97,0,0.37,0,0,2,0,2,low,pass
suspicious,9,85,0,0,1,0,0.424,0.294,0,2.783,0,2.14,0,5,12,7,24,low,pass
clean,8,90,0,0,0,1,0.828,0.077,0,1.112,0,0.96,0,3,3,0,6,low,pass
clean,12,83,0,0,0,0,0.923,0.081,0,0.968,0,0.23,0,0,2,0,2,low,pass
clean,4,60,0,0,0,0,0.867,0.012,0,0.947,0,0.48,0,0,3,0,3,low,pass
clean,6,65,0,0,0,0,0.885,0.099,0,1.067,0,0.27,0,0,2,0,2,low,pass
clean,10,75,0,0,0,0,0.911,0.124,0,1.118,0,0.85,0,0,2,0,2,low,pass
clean,8,80,0,0,0,0,0.774,0.126,0,0.667,0,0.85,0,0,5,0,5,low,pass
clean,3,66,0,0,0,0,0.782,0.081,0,0.944,0,0.72,0,0,4,0,4,low,pass
suspicious,9,82,1,0,0,0,0.606,0.457,0,2.306,0,3.24,1,20,13,9,42,medium,review
clean,3,78,0,0,0,1,0.709,0.151,0,0.842,0,0.37,0,3,6,0,9,low,pass
clean,1,68,0,0,0,0,1.0,0.0,0,0.919,0,0.0,0,0,0,0,0,low,pass
suspicious,4,79,1,0,0,0,0.601,0.31,1,1.5,0,4.09,1,20,18,7,45,medium,review
fraudulent,6,79,1,0,0,1,0.071,0.842,0,3.42,1,5.8,1,23,29,25,77,high,fail
suspicious,6,88,0,0,0,1,0.207,0.422,0,2.013,0,2.63,0,3,21,7,31,medium,review
fraudulent,8,69,1,1,1,1,0.19,0.5,1,4.753,0,5.65,1,40,26,17,83,high,fail
clean,6,74,0,0,0,0,1.0,0.076,0,0.822,0,0.09,0,0,0,0,0,low,pass
clean,6,67,0,0,0,0,0.721,0.144,0,1.112,0,0.33,0,0,6,0,6,low,pass
suspicious,6,65,0,0,1,0,0.568,0.504,0,2.445,0,3.48,0,5,19,7,31,medium,review
clean,5,69,0,0,0,0,0.857,0.067,0,0.977,0,1.06,0,0,3,0,3,low,pass
suspicious,3,75,1,0,1,1,0.472,0.467,0,2.391,1,2.41,0,28,16,15,59,medium,review
fraudulent,3,74,1,1,1,1,0.29,0.817,1,4.664,0,9.12,1,40,29,17,86,high,fail
clean,7,77,0,0,1,0,0.997,0.103,0,0.879,0,0.07,0,5,0,0,5,low,pass
clean,1,85,0,0,0,0,0.973,0.096,0,0.778,0,0.22,0,0,1,0,1,low,pass
suspicious,5,75,1,0,0,1,0.409,0.556,0,2.749,0,1.51,1,23,22,7,52,medium,review
clean,4,72,0,0,0,0,0.734,0.106,0,0.697,0,0.42,0,0,5,0,5,low,pass
clean,2,85,0,0,0,0,0.974,0.153,1,0.558,0,0.2,0,0,6,0,6,low,pass
clean,1,84,0,0,0,0,0.87,0.156,0,0.736,0,0.61,0,0,3,0,3,low,pass
clean,5,67,0,0,0,0,0.814,0.188,0,1.024,0,0.44,0,0,4,0,4,low,pass
clean,8,78,0,0,0,0,0.73,0.047,0,0.395,0,0.58,0,0,5,0,5,low,pass
clean,6,65,0,0,1,0,0.903,0.136,0,0.777,0,0.88,0,5,2,0,7,low,pass
suspicious,7,67,1,0,1,1,0.788,0.313,1,2.891,0,3.14,0,28,14,7,49,medium,review
clean,7,68,0,0,1,0,0.808,0.162,0,0.659,0,0.05,0,5,4,0,9,low,pass
fraudulent,2,85,1,1,1,1,0.16,0.666,1,3.0,0,7.24,1,40,32,12,84,high,fail
clean,12,61,0,0,0,0,0.788,0.035,0,1.03,0,0.37,0,0,4,0,4,low,pass
clean,6,80,0,0,0,0,0.935,0.123,0,0.86,0,0.83,0,0,1,0,1,low,pass
clean,12,61,0,0,0,0,0.884,0.099,0,1.002,0,0.66,0,0,2,0,2,low,pass
clean,5,83,0,0,0,0,0.762,0.218,0,0.914,0,0.53,0,0,5,0,5,low,pass
clean,9,82,0,0,0,0,0.709,0.106,0,0.934,0,0.16,0,0,6,0,6,low,pass
clean,10,73,0,0,0,0,0.767,0.055,0,0.841,0,0.56,0,0,5,0,5,low,pass
clean,5,72,0,0,0,0,0.832,0.115,0,1.035,0,0.66,0,0,3,0,3,low,pass
clean,8,70,0,0,0,0,0.879,0.114,0,0.958,0,0.46,0,0,2,0,2,low,pass
clean,9,91,0,0,0,0,0.797,0.095,0,1.031,0,0.69,0,0,4,0,4,low,pass
clean,3,66,0,0,0,0,0.891,0.076,0,0.857,0,0.44,0,0,2,0,2,low,pass
clean,3,68,0,0,0,0,0.801,0.145,0,0.532,0,1.11,0,0,4,0,4,low,pass
clean,9,78,0,0,0,0,1.0,0.103,0,0.981,0,0.75,0,0,0,0,0,low,pass
suspicious,1,74,1,0,1,0,0.436,0.437,1,2.96,0,1.5,1,25,21,7,53,medium,review
suspicious,7,88,1,0,0,1,0.334,0.455,0,2.165,0,2.61,1,23,18,9,50,medium,review
suspicious,9,67,1,0,1,0,0.501,0.267,0,2.095,0,1.68,1,25,10,7,42,medium,review
clean,8,81,0,0,0,0,0.955,0.107,0,0.921,0,0.7,0,0,1,0,1,low,pass
suspicious,7,88,1,0,0,0,0.8,0.275,0,1.5,0,2.97,1,20,4,4,28,low,pass
clean,7,92,0,0,0,0,0.704,0.083,0,1.075,0,0.96,0,0,6,0,6,low,pass
clean,9,94,0,0,0,0,0.725,0.053,0,0.973,0,0.73,0,0,6,0,6,low,pass
clean,12,57,0,0,0,0,0.915,0.174,0,1.046,0,0.46,0,0,2,0,2,low,pass
clean,1,59,0,0,0,0,0.935,0.103,0,0.955,0,0.35,0,0,1,0,1,low,pass
fraudulent,1,79,1,1,1,1,0.216,0.5,1,5.028,1,4.99,1,40,26,25,91,high,fail
fraudulent,4,66,1,0,1,0,0.111,0.5,1,3.542,1,5.06,1,25,28,25,78,high,fail
clean,7,83,0,0,0,0,0.867,0.035,0,0.811,0,0.3,0,0,3,0,3,low,pass
fraudulent,11,61,1,1,1,0,0.024,0.736,1,4.025,0,6.56,1,37,35,17,89,high,fail
clean,3,68,0,0,0,0,0.916,0.1,0,0.833,0,0.78,0,0,2,0,2,low,pass
clean,2,74,0,0,1,0,0.824,0.075,0,1.034,0,0.27,0,5,4,0,9,low,pass
clean,6,71,0,0,0,0,0.943,0.108,0,1.214,0,0.48,0,0,1,0,1,low,pass
suspicious,7,80,0,0,1,0,0.692,0.216,1,2.941,0,3.69,0,5,11,7,23,low,pass
fraudulent,9,89,1,1,1,1,0.135,0.83,0,3.186,1,5.75,1,40,27,25,92,high,fail
clean,11,75,0,0,0,0,0.782,0.146,0,1.15,0,0.37,0,0,4,0,4,low,pass
clean,1,63,0,0,0,0,0.748,0.051,0,0.918,0,0.51,0,0,5,0,5,low,pass
clean,9,92,0,0,0,0,0.823,0.059,1,1.226,0,0.31,0,0,9,0,9,low,pass
suspicious,3,81,1,1,0,0,0.425,0.495,0,2.159,0,3.51,1,32,17,9,58,medium,review
clean,4,85,0,0,0,0,0.78,0.125,0,1.047,0,0.17,0,0,4,0,4,low,pass
clean,10,57,0,0,0,0,0.807,0.055,0,0.794,0,0.98,0,0,4,0,4,low,pass
fraudulent,2,72,1,0,0,0,0.226,0.992,1,5.386,1,8.2,1,20,30,25,75,high,fail
clean,12,84,0,0,0,0,0.966,0.158,0,1.241,0,0.66,0,0,1,0,1,low,pass
suspicious,5,60,1,0,1,0,0.653,0.446,0,2.08,0,3.85,0,25,12,7,44,medium,review
suspicious,2,76,0,0,1,0,0.739,0.32,0,1.871,1,2.45,1,5,10,12,27,low,pass
clean,10,74,0,0,0,0,0.959,0.088,0,0.679,0,0.19,0,0,1,0,1,low,pass
suspicious,2,74,1,0,1,0,0.414,0.309,0,1.601,0,3.61,0,25,17,2,44,medium,review
clean,5,62,0,0,0,0,0.835,0.127,0,0.441,0,0.82,0,0,3,0,3,low,pass
fraudulent,4,80,1,1,0,1,0.192,0.775,1,5.417,1,7.05,1,35,31,25,91,high,fail
suspicious,7,80,0,0,1,0,0.8,0.2,0,2.141,0,1.5,0,5,4,5,14,low,pass
clean,6,93,0,0,0,0,0.875,0.104,0,0.682,0,1.15,0,0,2,0,2,low,pass
clean,1,58,0,0,0,0,0.821,0.0,0,1.036,0,0.71,0,0,4,0,4,low,pass
suspicious,12,76,1,0,0,1,0.478,0.459,1,1.825,0,2.58,1,23,20,4,47,medium,review
clean,8,66,0,0,0,0,0.881,0.146,0,0.855,0,0.36,0,0,2,0,2,low,pass
clean,8,93,0,0,1,0,0.847,0.0,0,0.844,0,0.0,1,5,3,2,10,low,pass
clean,11,83,0,0,0,0,0.783,0.029,0,1.006,0,0.28,0,0,4,0,4,low,pass
suspicious,9,70,0,0,1,0,0.736,0.2,1,2.178,0,3.08,0,5,10,7,22,low,pass
