city_tier,month_of_year,hour_of_day,day_of_week,is_monsoon,is_heat_season,rainfall_score,aqi_score,heat_score,order_drop_score,social_score,prev_rainfall,prev_aqi,prev_heat,hist_avg_rainfall,hist_avg_aqi,current_dcs,prev_dcs,hist_avg_dcs,dcs_trend,forecast_dcs,disruption_probability
Tier 1,11,11,2,0,0,0.3175,0.4913,0.3391,0.2155,0.0639,0.2659,0.4719,0.3608,0.28,0.48,34,33,32,1,33,0.174
Tier 2,12,21,1,0,0,0.2936,0.4749,0.3073,0.2389,0.1139,0.2985,0.4944,0.2615,0.33,0.42,35,33,36,2,35,0.186
Tier 2,10,2,2,0,0,0.3058,0.5381,0.4571,0.2826,0.0965,0.3471,0.5517,0.4282,0.33,0.42,41,41,36,0,36,0.171
Tier 3,3,23,0,0,0,0.5374,0.5157,0.4235,0.311,0.1801,0.5794,0.5211,0.366,0.48,0.52,51,55,49,-4,58,0.553
Tier 4,9,13,4,1,0,0.6274,0.2725,0.5892,0.2565,0.1939,0.6274,0.3152,0.611,0.598,0.322,65,75,70,-10,74,0.849
Tier 4,1,17,0,0,0,0.4797,0.1133,0.412,0.343,0.2001,0.4583,0.1193,0.46,0.52,0.28,43,40,49,3,37,0.199
Tier 1,3,7,4,0,0,0.322,0.4865,0.3486,0.2168,0.11,0.3853,0.4652,0.3159,0.28,0.48,38,35,32,3,34,0.228
Tier 1,3,4,3,0,0,0.2949,0.4597,0.2567,0.2308,0.0968,0.3056,0.4838,0.2674,0.28,0.48,31,32,32,-1,31,0.166
Tier 2,9,5,1,1,0,0.5679,0.4635,0.3562,0.194,0.2736,0.621,0.4616,0.3835,0.3795,0.483,57,59,52,-2,64,0.649
Tier 4,9,19,2,1,0,0.7378,0.345,0.5073,0.414,0.2592,0.8362,0.4117,0.567,0.598,0.322,82,83,70,-1,93,0.967
Tier 1,8,2,6,1,0,0.5104,0.4307,0.3402,0.1206,0.0486,0.5269,0.4603,0.3082,0.322,0.552,46,46,46,0,56,0.172
Tier 4,11,12,6,0,0,0.5021,0.2848,0.4147,0.2896,0.2164,0.4942,0.2788,0.4262,0.52,0.28,44,43,49,1,49,0.202
Tier 1,9,4,6,1,0,0.3681,0.4639,0.3507,0.1885,0.1102,0.3545,0.4615,0.3064,0.322,0.552,44,42,46,2,43,0.243
Tier 4,1,12,3,0,0,0.4255,0.3115,0.5552,0.3184,0.2818,0.4036,0.287,0.5072,0.52,0.28,47,44,49,3,42,0.233
Tier 2,5,9,4,0,1,0.3286,0.4954,0.5859,0.2531,0.1312,0.3124,0.4943,0.5636,0.33,0.42,47,41,36,6,42,0.21
Tier 1,8,13,0,1,0,0.5373,0.3972,0.2576,0.2564,0.0765,0.5923,0.3505,0.2606,0.322,0.552,47,53,46,-6,63,0.223
Tier 1,7,12,3,1,0,0.5105,0.4393,0.4095,0.1982,0.2258,0.5577,0.4728,0.3713,0.322,0.552,52,54,46,-2,63,0.544
Tier 4,1,8,5,0,0,0.466,0.2706,0.5142,0.2894,0.268,0.4749,0.3031,0.5337,0.52,0.28,50,46,49,4,52,0.524
Tier 4,6,1,5,1,1,0.6227,0.3082,0.6201,0.2242,0.3194,0.6257,0.3169,0.5698,0.598,0.322,68,65,70,3,83,0.811
Tier 3,8,20,3,1,0,0.777,0.4608,0.4063,0.2767,0.1389,0.7809,0.4257,0.3938,0.552,0.598,77,68,71,9,89,0.907
Tier 3,6,18,1,1,1,0.7432,0.5358,0.6407,0.2728,0.137,0.7147,0.5417,0.6814,0.552,0.598,85,79,71,6,92,0.916
Tier 3,10,11,3,0,0,0.456,0.5305,0.5131,0.2106,0.1894,0.4655,0.5705,0.4924,0.48,0.52,49,50,49,-1,45,0.229
Tier 1,8,12,4,1,0,0.4456,0.4723,0.4248,0.1745,0.1293,0.4468,0.46,0.4239,0.322,0.552,49,50,46,-1,51,0.238
Tier 4,6,15,4,1,1,0.6604,0.3424,0.6432,0.4382,0.2347,0.7166,0.3344,0.6139,0.598,0.322,75,85,70,-10,89,0.917
Tier 2,5,22,2,0,1,0.4179,0.3614,0.5874,0.1754,0.0,0.4537,0.3612,0.6259,0.33,0.42,40,42,36,-2,42,0.204
Tier 3,9,23,0,1,0,0.6515,0.5147,0.4895,0.1093,0.2095,0.7058,0.5127,0.4726,0.552,0.598,66,76,71,-10,78,0.826
Tier 3,4,10,5,0,1,0.4566,0.4558,0.6314,0.2825,0.0641,0.4275,0.5022,0.6211,0.48,0.52,49,48,49,1,44,0.231
Tier 4,3,16,4,0,0,0.5837,0.2355,0.4018,0.3631,0.2678,0.565,0.2306,0.3546,0.52,0.28,47,45,49,2,54,0.238
Tier 3,8,3,2,1,0,0.7412,0.6192,0.5332,0.1846,0.163,0.7763,0.6144,0.4684,0.552,0.598,76,74,71,2,91,0.879
Tier 2,8,2,6,1,0,0.5084,0.4909,0.3001,0.1769,0.0715,0.5512,0.5361,0.3145,0.3795,0.483,51,54,52,-3,62,0.486
Tier 3,3,3,6,0,0,0.4825,0.4994,0.4443,0.2817,0.2206,0.5535,0.5214,0.5355,0.48,0.52,49,55,49,-6,48,0.252
Tier 1,10,4,4,0,0,0.2699,0.4979,0.3459,0.095,0.142,0.2105,0.526,0.3699,0.28,0.48,32,32,32,0,27,0.193
Tier 3,12,10,3,0,0,0.4155,0.4496,0.4925,0.2772,0.1893,0.437,0.4713,0.4894,0.48,0.52,46,47,49,-1,44,0.188
Tier 2,9,6,2,1,0,0.5754,0.4829,0.4182,0.2536,0.0806,0.5188,0.5162,0.4194,0.3795,0.483,58,57,52,1,69,0.679
Tier 2,6,16,5,1,1,0.5243,0.3057,0.5713,0.2547,0.0623,0.4776,0.341,0.6161,0.3795,0.483,54,53,52,1,64,0.582
Tier 4,8,8,1,1,0,0.7279,0.2343,0.5592,0.3087,0.2648,0.7666,0.1994,0.5253,0.598,0.322,76,70,70,6,85,0.888
Tier 3,10,20,4,0,0,0.4993,0.5594,0.5116,0.2819,0.1617,0.5125,0.4314,0.5864,0.48,0.52,57,50,49,7,61,0.618
Tier 3,4,16,3,0,1,0.6199,0.5644,0.6568,0.3186,0.1295,0.554,0.5172,0.7003,0.48,0.52,60,56,49,4,65,0.717
Tier 2,8,8,3,1,0,0.5323,0.4564,0.4493,0.2543,0.1308,0.5105,0.4872,0.4603,0.3795,0.483,63,58,52,5,74,0.78
Tier 1,3,2,6,0,0,0.2565,0.5478,0.2249,0.2805,0.0,0.2014,0.5579,0.2036,0.28,0.48,32,29,32,3,27,0.17
Tier 2,7,23,1,1,0,0.5271,0.4731,0.3848,0.195,0.1865,0.4538,0.3698,0.3213,0.3795,0.483,55,51,52,4,57,0.6
Tier 3,5,10,2,0,1,0.4587,0.5282,0.5155,0.4369,0.182,0.41,0.5334,0.5753,0.48,0.52,52,51,49,1,49,0.539
Tier 4,2,20,2,0,0,0.5626,0.3685,0.5668,0.2667,0.1557,0.5306,0.3996,0.5911,0.52,0.28,57,53,49,4,61,0.634
Tier 2,3,17,0,0,0,0.2423,0.4577,0.3424,0.2935,0.176,0.3198,0.4745,0.3585,0.33,0.42,38,38,36,0,35,0.22
Tier 1,10,5,3,0,0,0.1991,0.4838,0.22,0.2024,0.0725,0.2192,0.4541,0.2097,0.28,0.48,28,28,32,0,30,0.126
Tier 3,4,12,1,0,1,0.4459,0.5942,0.608,0.2552,0.203,0.4394,0.5817,0.5802,0.48,0.52,53,53,49,0,49,0.551
Tier 3,12,17,6,0,0,0.5013,0.6077,0.4699,0.2282,0.2951,0.5067,0.6034,0.4727,0.48,0.52,58,52,49,6,71,0.697
Tier 3,9,20,4,1,0,0.6585,0.5313,0.5543,0.2823,0.2232,0.6755,0.5047,0.5176,0.552,0.598,80,71,71,9,88,0.858
Tier 2,9,23,3,1,0,0.5936,0.5019,0.3365,0.3859,0.2226,0.6015,0.5619,0.3109,0.3795,0.483,62,70,52,-8,70,0.701
Tier 1,7,15,4,1,0,0.4237,0.4682,0.3482,0.1597,0.0016,0.4425,0.5191,0.3218,0.322,0.552,44,53,46,-9,43,0.201
Tier 1,8,1,4,1,0,0.4612,0.4689,0.1737,0.1348,0.0668,0.5368,0.478,0.1418,0.322,0.552,42,44,46,-2,43,0.192
Tier 2,10,2,1,0,0,0.2968,0.4488,0.2971,0.1548,0.0843,0.2526,0.4158,0.333,0.33,0.42,32,31,36,1,30,0.14
Tier 1,6,20,6,1,1,0.3551,0.4886,0.4879,0.1396,0.0354,0.3042,0.4953,0.4911,0.322,0.552,51,45,46,6,53,0.521
Tier 2,7,21,4,1,0,0.497,0.4703,0.4543,0.1537,0.1125,0.55,0.4833,0.459,0.3795,0.483,54,57,52,-3,58,0.586
Tier 1,12,13,1,0,0,0.2806,0.5609,0.304,0.1801,0.1931,0.2936,0.5582,0.3293,0.28,0.48,35,39,32,-4,33,0.151
Tier 2,5,11,2,0,1,0.4396,0.4343,0.4737,0.1964,0.1856,0.396,0.5431,0.4155,0.33,0.42,42,43,36,-1,37,0.226
Tier 2,6,4,0,1,1,0.5028,0.5155,0.4459,0.2537,0.1235,0.5146,0.5361,0.3767,0.3795,0.483,58,58,52,0,70,0.649
Tier 4,5,10,0,0,1,0.4352,0.3105,0.7826,0.3897,0.2895,0.4725,0.2948,0.7862,0.52,0.28,54,55,49,-1,53,0.618
Tier 2,1,11,1,0,0,0.3269,0.4688,0.3467,0.2223,0.1236,0.3453,0.4647,0.2797,0.33,0.42,36,36,36,0,35,0.117
Tier 3,6,8,5,1,1,0.7525,0.4508,0.6836,0.3575,0.1861,0.7126,0.4222,0.7088,0.552,0.598,87,75,71,12,99,0.88
Tier 1,11,21,0,0,0,0.3652,0.4177,0.1227,0.1333,0.1186,0.3998,0.4014,0.1116,0.28,0.48,28,30,32,-2,27,0.125
Tier 4,10,23,2,0,0,0.6431,0.2807,0.3955,0.2668,0.2535,0.572,0.3006,0.3643,0.52,0.28,49,52,49,-3,50,0.272
Tier 2,10,11,1,0,0,0.4118,0.3434,0.3318,0.2501,0.1809,0.5059,0.379,0.4279,0.33,0.42,36,43,36,-7,32,0.164
Tier 2,12,0,4,0,0,0.3388,0.385,0.2262,0.18,0.2046,0.3417,0.3882,0.1956,0.33,0.42,32,32,36,0,34,0.171
Tier 4,9,6,5,1,0,0.6688,0.386,0.5836,0.2611,0.1146,0.6118,0.3663,0.6196,0.598,0.322,70,68,70,2,80,0.971
Tier 3,9,11,3,1,0,0.682,0.5148,0.4495,0.4127,0.2233,0.6407,0.4687,0.3823,0.552,0.598,73,67,71,6,80,0.932
Tier 3,10,10,0,0,0,0.5335,0.6095,0.3918,0.2199,0.1423,0.5991,0.612,0.4647,0.48,0.52,50,55,49,-5,62,0.448
Tier 3,9,20,3,1,0,0.5567,0.5356,0.4809,0.396,0.0973,0.5716,0.5634,0.4946,0.552,0.598,74,70,71,4,87,0.917
Tier 2,8,13,1,1,0,0.6,0.3893,0.3088,0.1823,0.0762,0.5774,0.376,0.2724,0.3795,0.483,51,53,52,-2,61,0.505
Tier 3,2,14,3,0,0,0.4727,0.5436,0.4549,0.2333,0.1407,0.5137,0.5947,0.4343,0.48,0.52,48,55,49,-7,45,0.196
Tier 2,8,14,2,1,0,0.5007,0.4846,0.2899,0.1659,0.0862,0.4339,0.5192,0.301,0.3795,0.483,50,55,52,-5,55,0.528
Tier 2,3,21,3,0,0,0.3083,0.392,0.4687,0.2302,0.1943,0.2834,0.363,0.4541,0.33,0.42,37,36,36,1,36,0.107
Tier 1,12,10,3,0,0,0.1671,0.3508,0.2972,0.0961,0.2014,0.1662,0.3594,0.2537,0.28,0.48,24,24,32,0,27,0.132
Tier 4,8,0,4,1,0,0.5981,0.2545,0.5388,0.3363,0.0928,0.6721,0.2211,0.4852,0.598,0.322,62,63,70,-1,74,0.701
Tier 1,6,12,1,1,1,0.3912,0.3485,0.4525,0.1516,0.1308,0.3637,0.3875,0.4787,0.322,0.552,43,44,46,-1,49,0.186
Tier 3,6,21,5,1,1,0.6672,0.506,0.6085,0.3281,0.2329,0.6835,0.5204,0.586,0.552,0.598,75,75,71,0,93,0.941
Tier 4,7,17,1,1,0,0.7774,0.3045,0.5446,0.2486,0.1445,0.732,0.3068,0.5333,0.598,0.322,78,68,70,10,92,0.875
Tier 1,11,4,6,0,0,0.2549,0.5337,0.3503,0.1049,0.1638,0.2585,0.448,0.3166,0.28,0.48,33,29,32,4,35,0.154
Tier 4,12,9,3,0,0,0.5476,0.2924,0.5623,0.4504,0.2605,0.6173,0.3205,0.5676,0.52,0.28,59,56,49,3,63,0.676
Tier 4,2,3,2,0,0,0.5463,0.2785,0.54,0.2706,0.1251,0.499,0.3413,0.4893,0.52,0.28,47,46,49,1,48,0.209
Tier 2,1,2,1,0,0,0.3706,0.3937,0.481,0.1181,0.1193,0.3531,0.3934,0.4319,0.33,0.42,37,35,36,2,34,0.153
Tier 4,2,6,4,0,0,0.6448,0.2829,0.5568,0.3958,0.2158,0.6132,0.2909,0.5288,0.52,0.28,55,53,49,2,64,0.566
Tier 3,11,9,3,0,0,0.5231,0.5568,0.4657,0.3238,0.2051,0.5498,0.581,0.4677,0.48,0.52,58,54,49,4,63,0.685
Tier 2,2,12,1,0,0,0.3679,0.4804,0.4464,0.207,0.2577,0.3638,0.4606,0.4597,0.33,0.42,41,41,36,0,38,0.192
Tier 3,2,15,2,0,0,0.4885,0.5678,0.464,0.3144,0.0967,0.5241,0.5496,0.4452,0.48,0.52,50,56,49,-6,47,0.473
Tier 3,6,0,4,1,1,0.6512,0.5257,0.6594,0.2306,0.1416,0.6617,0.5224,0.6653,0.552,0.598,73,71,71,2,86,0.882
Tier 1,12,1,6,0,0,0.3092,0.4075,0.2262,0.2051,0.0967,0.2958,0.4413,0.2138,0.28,0.48,29,29,32,0,24,0.159
Tier 4,4,0,0,0,1,0.5013,0.3486,0.4929,0.4054,0.2416,0.4976,0.2969,0.4265,0.52,0.28,51,48,49,3,57,0.517
Tier 4,5,21,6,0,1,0.571,0.2448,0.6498,0.3394,0.2072,0.6245,0.1947,0.5716,0.52,0.28,52,50,49,2,57,0.492
Tier 4,7,12,1,1,0,0.726,0.2606,0.5536,0.3977,0.3711,0.6787,0.1861,0.5771,0.598,0.322,74,69,70,5,81,0.91
Tier 3,8,15,1,1,0,0.7829,0.4674,0.4852,0.1661,0.1681,0.7783,0.5261,0.457,0.552,0.598,71,79,71,-8,82,0.962
Tier 2,12,18,3,0,0,0.4376,0.5376,0.4039,0.2074,0.1571,0.4562,0.5532,0.3754,0.33,0.42,48,43,36,5,49,0.275
Tier 4,4,11,0,0,1,0.711,0.3055,0.6227,0.3213,0.2105,0.7713,0.3349,0.5688,0.52,0.28,58,59,49,-1,65,0.639
Tier 3,1,15,4,0,0,0.4433,0.4073,0.5254,0.3525,0.1384,0.4368,0.3881,0.5167,0.48,0.52,47,49,49,-2,49,0.156
Tier 1,9,15,6,1,0,0.5102,0.497,0.4192,0.1658,0.0777,0.4779,0.5112,0.3909,0.322,0.552,52,54,46,-2,60,0.51
Tier 1,2,11,6,0,0,0.2851,0.4683,0.353,0.1888,0.0278,0.2002,0.4261,0.3835,0.28,0.48,32,30,32,2,32,0.193
Tier 1,12,15,4,0,0,0.3044,0.5882,0.3376,0.3,0.0624,0.2783,0.5805,0.3361,0.28,0.48,37,40,32,-3,34,0.167
Tier 4,4,1,5,0,1,0.4962,0.3531,0.689,0.2494,0.3106,0.5136,0.3786,0.7262,0.52,0.28,53,56,49,-3,47,0.632
Tier 2,6,20,1,1,1,0.4881,0.4427,0.6279,0.1934,0.1184,0.5252,0.4512,0.6477,0.3795,0.483,64,60,52,4,66,0.816
Tier 2,5,17,4,0,1,0.3123,0.4457,0.4719,0.3424,0.1591,0.3258,0.4828,0.4526,0.33,0.42,44,42,36,2,40,0.196
Tier 1,12,21,1,0,0,0.1672,0.4483,0.3169,0.1146,0.0259,0.1688,0.4451,0.3063,0.28,0.48,26,25,32,1,22,0.133
Tier 1,8,12,2,1,0,0.4465,0.4777,0.2414,0.0962,0.1335,0.4771,0.462,0.2425,0.322,0.552,43,44,46,-1,45,0.2
Tier 1,3,6,1,0,0,0.338,0.4336,0.3294,0.1171,0.1399,0.3706,0.382,0.2716,0.28,0.48,32,32,32,0,32,0.154
Tier 4,9,11,5,1,0,0.6687,0.207,0.563,0.4054,0.1821,0.6589,0.2089,0.6355,0.598,0.322,67,68,70,-1,74,0.813
Tier 4,9,7,1,1,0,0.7958,0.3108,0.4993,0.1745,0.1688,0.8096,0.3249,0.513,0.598,0.322,76,69,70,7,84,0.9
Tier 4,4,13,3,0,1,0.4739,0.3442,0.6902,0.3414,0.3028,0.459,0.2876,0.7325,0.52,0.28,54,58,49,-4,50,0.595
Tier 3,5,22,5,0,1,0.5288,0.474,0.6639,0.295,0.1302,0.529,0.4521,0.7135,0.48,0.52,54,54,49,0,60,0.528
Tier 1,7,10,2,1,0,0.3496,0.4675,0.4,0.2538,0.11,0.3201,0.4508,0.4083,0.322,0.552,46,46,46,0,51,0.249
Tier 3,5,2,2,0,1,0.5363,0.3843,0.5764,0.2137,0.108,0.5366,0.3264,0.5387,0.48,0.52,48,44,49,4,52,0.259
Tier 4,6,0,4,1,1,0.6465,0.3278,0.6216,0.3663,0.1536,0.6646,0.3156,0.6403,0.598,0.322,71,71,70,0,84,0.904
Tier 4,3,22,5,0,0,0.4912,0.266,0.4441,0.3622,0.2574,0.5539,0.3183,0.4051,0.52,0.28,46,49,49,-3,47,0.209
Tier 2,6,20,2,1,1,0.5827,0.3608,0.5236,0.1669,0.0221,0.5465,0.3505,0.5807,0.3795,0.483,60,53,52,7,66,0.735
Tier 4,5,22,3,0,1,0.4924,0.2597,0.6491,0.233,0.132,0.4543,0.2843,0.5492,0.52,0.28,47,44,49,3,39,0.225
Tier 2,8,18,1,1,0,0.5998,0.3558,0.3469,0.3857,0.1596,0.5895,0.3367,0.3618,0.3795,0.483,62,55,52,7,66,0.71
Tier 1,8,21,0,1,0,0.4708,0.4845,0.2178,0.1677,0.0957,0.4368,0.4632,0.1887,0.322,0.552,45,42,46,3,44,0.254
Tier 4,3,4,1,0,0,0.438,0.1772,0.5053,0.335,0.2244,0.3907,0.2129,0.5739,0.52,0.28,42,43,49,-1,33,0.197
Tier 3,1,22,6,0,0,0.4382,0.4685,0.4405,0.2465,0.0927,0.4187,0.4268,0.4721,0.48,0.52,44,43,49,1,44,0.195
Tier 1,2,9,5,0,0,0.2962,0.5442,0.2662,0.0582,0.0586,0.3344,0.5061,0.2476,0.28,0.48,34,30,32,4,28,0.126
Tier 3,3,4,2,0,0,0.4535,0.5038,0.547,0.284,0.1097,0.4243,0.5323,0.53,0.48,0.52,49,48,49,1,44,0.259
Tier 2,1,4,1,0,0,0.3518,0.3512,0.4871,0.2126,0.0,0.367,0.2472,0.5287,0.33,0.42,35,34,36,1,32,0.19
Tier 1,1,4,3,0,0,0.2461,0.4743,0.322,0.002,0.1306,0.2732,0.489,0.3339,0.28,0.48,28,31,32,-3,25,0.118
Tier 3,9,15,3,1,0,0.5601,0.5424,0.4422,0.1594,0.1704,0.5526,0.5298,0.4443,0.552,0.598,62,67,71,-5,74,0.775
Tier 3,1,21,4,0,0,0.4416,0.5407,0.3628,0.2249,0.0926,0.4486,0.4931,0.3419,0.48,0.52,44,42,49,2,37,0.267
Tier 3,2,8,5,0,0,0.4818,0.6142,0.413,0.2524,0.1801,0.5397,0.6767,0.3922,0.48,0.52,55,53,49,2,61,0.602
Tier 2,5,16,2,0,1,0.344,0.4864,0.5867,0.279,0.1773,0.3981,0.4378,0.6767,0.33,0.42,44,47,36,-3,45,0.21
Tier 4,5,2,5,0,1,0.5485,0.3155,0.7217,0.3224,0.273,0.5308,0.3448,0.721,0.52,0.28,56,54,49,2,64,0.611
Tier 2,8,16,4,1,0,0.6028,0.3472,0.4218,0.2171,0.1252,0.5557,0.3556,0.3814,0.3795,0.483,55,51,52,4,64,0.631
Tier 1,4,14,0,0,1,0.1246,0.4693,0.4482,0.1795,0.0673,0.1655,0.459,0.4536,0.28,0.48,29,34,32,-5,23,0.132
Tier 3,4,18,1,0,1,0.4726,0.4212,0.5873,0.2759,0.3007,0.4874,0.4275,0.6549,0.48,0.52,55,53,49,2,51,0.562
Tier 4,5,4,2,0,1,0.5357,0.3893,0.7608,0.3895,0.1788,0.4737,0.3564,0.7695,0.52,0.28,58,56,49,2,59,0.656
Tier 2,10,20,2,0,0,0.284,0.4795,0.4126,0.1701,0.1913,0.2191,0.408,0.3771,0.33,0.42,40,30,36,10,37,0.188
Tier 1,1,11,5,0,0,0.3123,0.4366,0.2421,0.1322,0.0268,0.2879,0.4604,0.1719,0.28,0.48,29,27,32,2,30,0.125
Tier 1,7,18,2,1,0,0.6128,0.4169,0.3063,0.1098,0.126,0.7248,0.4907,0.3401,0.322,0.552,55,57,46,-2,69,0.622
Tier 3,3,13,3,0,0,0.485,0.5285,0.5433,0.3582,0.09,0.4941,0.5516,0.5221,0.48,0.52,52,58,49,-6,53,0.529
Tier 3,5,3,4,0,1,0.4956,0.5342,0.7298,0.3245,0.1525,0.4847,0.5232,0.7305,0.48,0.52,57,55,49,2,59,0.68
Tier 2,3,1,5,0,0,0.2361,0.3166,0.3444,0.1133,0.0642,0.2502,0.3151,0.2756,0.33,0.42,27,26,36,1,23,0.165
Tier 4,5,20,5,0,1,0.5447,0.2775,0.6403,0.3842,0.194,0.5355,0.2304,0.686,0.52,0.28,58,53,49,5,62,0.688
Tier 2,8,7,6,1,0,0.5653,0.3934,0.4491,0.1945,0.0628,0.5627,0.4367,0.4532,0.3795,0.483,59,54,52,5,73,0.688
Tier 4,9,10,6,1,0,0.7189,0.2722,0.5848,0.4109,0.1359,0.7565,0.2928,0.6485,0.598,0.322,71,76,70,-5,83,0.867
Tier 4,3,10,2,0,0,0.5812,0.3286,0.481,0.3674,0.3465,0.5619,0.3576,0.4372,0.52,0.28,53,52,49,1,59,0.554
Tier 1,8,23,6,1,0,0.5821,0.4247,0.3112,0.2095,0.0477,0.6025,0.4677,0.3067,0.322,0.552,50,56,46,-6,52,0.53
Tier 2,9,15,4,1,0,0.5459,0.4094,0.28,0.2865,0.1137,0.5685,0.409,0.2154,0.3795,0.483,52,58,52,-6,65,0.549
Tier 2,6,11,2,1,1,0.4582,0.4721,0.6623,0.227,0.1481,0.4141,0.3893,0.6479,0.3795,0.483,60,57,52,3,62,0.713
Tier 4,5,13,2,0,1,0.4469,0.2867,0.6385,0.3533,0.2035,0.4352,0.3265,0.7171,0.52,0.28,49,57,49,-8,43,0.242
Tier 4,1,9,0,0,0,0.4422,0.2613,0.5629,0.4171,0.1733,0.4606,0.3105,0.6065,0.52,0.28,52,50,49,2,47,0.515
Tier 3,2,0,5,0,0,0.4781,0.4706,0.5207,0.2937,0.191,0.4045,0.4717,0.5023,0.48,0.52,49,47,49,2,46,0.256
Tier 4,3,10,4,0,0,0.4616,0.3957,0.6369,0.2985,0.1845,0.5475,0.4515,0.6222,0.52,0.28,51,55,49,-4,55,0.522
Tier 1,8,19,1,1,0,0.5151,0.4239,0.2518,0.2071,0.215,0.4935,0.3847,0.264,0.322,0.552,52,47,46,5,62,0.565
Tier 4,5,4,4,0,1,0.5767,0.2629,0.7358,0.3817,0.221,0.6128,0.2935,0.6939,0.52,0.28,56,58,49,-2,66,0.622
Tier 3,8,16,1,1,0,0.6949,0.5439,0.5128,0.3717,0.208,0.6937,0.5843,0.53,0.552,0.598,75,80,71,-5,89,0.926
Tier 2,11,18,4,0,0,0.207,0.3758,0.3536,0.13,0.1163,0.1522,0.3314,0.3633,0.33,0.42,31,26,36,5,25,0.139
Tier 2,7,23,3,1,0,0.5212,0.3275,0.3381,0.1725,0.1591,0.5382,0.3214,0.3229,0.3795,0.483,48,52,52,-4,56,0.286
Tier 4,10,23,2,0,0,0.4301,0.2406,0.5721,0.3261,0.2603,0.4988,0.2739,0.524,0.52,0.28,45,52,49,-7,44,0.261
Tier 4,9,9,5,1,0,0.6729,0.2509,0.505,0.3338,0.3097,0.6687,0.257,0.5414,0.598,0.322,74,70,70,4,88,0.955
Tier 1,11,19,5,0,0,0.2734,0.4462,0.4512,0.2473,0.1007,0.2994,0.4044,0.4956,0.28,0.48,38,35,32,3,33,0.14
Tier 1,12,8,6,0,0,0.1599,0.4514,0.3627,0.0966,0.0259,0.1401,0.4837,0.4,0.28,0.48,29,28,32,1,29,0.132
Tier 1,8,11,2,1,0,0.5346,0.4029,0.3492,0.11,0.1086,0.5833,0.4115,0.3487,0.322,0.552,47,50,46,-3,64,0.255
Tier 4,9,10,6,1,0,0.6898,0.2675,0.4659,0.2756,0.0741,0.6714,0.2113,0.4698,0.598,0.322,62,58,70,4,66,0.73
Tier 3,12,16,3,0,0,0.3749,0.5624,0.4953,0.2664,0.267,0.3753,0.5778,0.5228,0.48,0.52,48,49,49,-1,46,0.2
Tier 3,2,15,2,0,0,0.5871,0.5296,0.4679,0.4051,0.1139,0.6486,0.5622,0.5126,0.48,0.52,55,64,49,-9,59,0.63
Tier 1,5,9,2,0,1,0.3035,0.4465,0.4392,0.1791,0.0801,0.3612,0.4788,0.4715,0.28,0.48,38,37,32,1,38,0.127
Tier 1,7,15,6,1,0,0.4904,0.4313,0.2667,0.1522,0.095,0.4895,0.4629,0.2597,0.322,0.552,45,49,46,-4,44,0.234
Tier 2,8,2,4,1,0,0.5678,0.4044,0.436,0.1355,0.1639,0.5338,0.3671,0.4054,0.3795,0.483,54,51,52,3,66,0.571
Tier 1,12,17,0,0,0,0.3179,0.5812,0.3128,0.1857,0.0633,0.3023,0.6311,0.3632,0.28,0.48,39,37,32,2,39,0.182
Tier 1,2,5,4,0,0,0.2016,0.5214,0.3738,0.225,0.0776,0.2626,0.5327,0.3279,0.28,0.48,32,32,32,0,30,0.151
Tier 3,9,18,3,1,0,0.7996,0.5442,0.4216,0.1438,0.1941,0.8392,0.6188,0.4135,0.552,0.598,79,77,71,2,88,0.87
Tier 2,8,3,2,1,0,0.5775,0.3419,0.4041,0.1455,0.2455,0.5626,0.3571,0.3326,0.3795,0.483,53,49,52,4,66,0.58
Tier 1,10,3,2,0,0,0.3451,0.3894,0.3504,0.1464,0.0515,0.3236,0.3848,0.3769,0.28,0.48,31,32,32,-1,30,0.21
Tier 2,12,7,4,0,0,0.3718,0.4072,0.4149,0.3225,0.0878,0.3546,0.4652,0.4032,0.33,0.42,43,41,36,2,37,0.203
Tier 3,1,12,2,0,0,0.5523,0.5124,0.3589,0.2494,0.2277,0.6033,0.5144,0.3782,0.48,0.52,49,51,49,-2,59,0.268
Tier 2,3,8,4,0,0,0.3229,0.446,0.4371,0.2217,0.188,0.3377,0.5028,0.4652,0.33,0.42,42,41,36,1,41,0.206
Tier 4,5,18,0,0,1,0.4388,0.2939,0.7801,0.1862,0.0586,0.4695,0.3033,0.807,0.52,0.28,52,48,49,4,47,0.587
Tier 2,8,15,1,1,0,0.5029,0.3934,0.2222,0.1117,0.2066,0.4925,0.4331,0.1921,0.3795,0.483,46,49,52,-3,55,0.205
Tier 1,5,23,5,0,1,0.2316,0.4719,0.4405,0.1241,0.2083,0.2499,0.4782,0.4378,0.28,0.48,33,38,32,-5,27,0.119
Tier 4,5,3,1,0,1,0.3836,0.3875,0.6433,0.3855,0.2321,0.4201,0.3849,0.5902,0.52,0.28,51,50,49,1,44,0.494
Tier 1,1,21,2,0,0,0.2081,0.4603,0.2902,0.1872,0.1513,0.1984,0.4002,0.2083,0.28,0.48,29,25,32,4,26,0.155
Tier 4,5,15,0,0,1,0.6066,0.1751,0.6093,0.3449,0.1516,0.547,0.2275,0.5673,0.52,0.28,50,51,49,-1,59,0.479
Tier 1,7,6,2,1,0,0.3969,0.4296,0.3171,0.2335,0.1485,0.3658,0.4083,0.4012,0.322,0.552,45,46,46,-1,41,0.211
